time,lift,roll,pitch,foot1,foot2,foot3,foot4
0.002000,7.789278,-1.322140,-0.554522,118,64,76,106
0.012000,7.789548,-1.322071,-0.552672,117,63,76,106
0.022000,7.789608,-1.322759,-0.554059,118,63,76,106
0.032000,7.789625,-1.323258,-0.552302,119,63,76,106
0.042000,7.789563,-1.322005,-0.553024,118,63,76,107
0.052000,7.789695,-1.320820,-0.552561,117,63,77,107
0.062000,7.789535,-1.319983,-0.552670,118,63,76,106
0.072000,7.789381,-1.321192,-0.553974,118,63,76,106
0.082000,7.789311,-1.321842,-0.553942,118,63,76,106
0.092000,7.789338,-1.323728,-0.553368,118,63,76,107
0.102000,7.789495,-1.322918,-0.552741,117,63,76,107
0.112000,7.789598,-1.322906,-0.553256,117,63,76,106
0.122000,7.789448,-1.324381,-0.553246,118,64,77,106
0.132000,7.789408,-1.325996,-0.554239,118,63,77,107
0.143000,7.789624,-1.325518,-0.553085,118,62,76,106
0.153000,7.789509,-1.328579,-0.552806,118,63,77,107
0.163000,7.789646,-1.330216,-0.552414,118,63,76,106
0.173000,7.789551,-1.330755,-0.552942,118,63,77,107
0.183000,7.789664,-1.330247,-0.555676,118,63,76,106
0.193000,7.789403,-1.333541,-0.554541,118,63,76,107
0.203000,7.789289,-1.330819,-0.554579,117,63,76,107
0.213000,7.789766,-1.332947,-0.554908,117,63,76,106
0.223000,7.789316,-1.332476,-0.554683,118,63,76,106
0.234000,7.789515,-1.334491,-0.555033,118,63,77,106
0.244000,7.789455,-1.331145,-0.554614,118,63,76,106
0.254000,7.789515,-1.333881,-0.555394,118,63,76,106
0.264000,7.789587,-1.335648,-0.555116,118,63,76,106
0.274000,7.789412,-1.337033,-0.554770,118,63,76,107
0.284000,7.789572,-1.337181,-0.555528,118,63,77,106
0.294000,7.789487,-1.337844,-0.554760,118,63,77,106
0.304000,7.789589,-1.336772,-0.555165,118,63,76,106
0.314000,7.789348,-1.335227,-0.555756,119,63,76,107
0.325000,7.789511,-1.333439,-0.556481,118,63,77,107
0.335000,7.789424,-1.332811,-0.555626,118,63,77,106
0.345000,7.789420,-1.332726,-0.556109,118,63,76,107
0.355000,7.789136,-1.332470,-0.557031,118,64,77,106
0.365000,7.789488,-1.332321,-0.556796,118,64,77,106
0.375000,7.789363,-1.333252,-0.558192,118,63,76,106
0.385000,7.789312,-1.333152,-0.558921,118,63,76,106
0.395000,7.789481,-1.334087,-0.558125,118,63,76,106
0.405000,7.789330,-1.332619,-0.556716,118,63,76,106
0.416000,7.789229,-1.334400,-0.557540,118,63,76,107
0.426000,7.789371,-1.335570,-0.557919,118,63,76,107
0.436000,7.789664,-1.334066,-0.556857,119,64,76,107
0.446000,7.789409,-1.334963,-0.556073,118,63,76,107
0.456000,7.789568,-1.333566,-0.557613,118,63,76,106
0.466000,7.789413,-1.332920,-0.558592,118,63,76,106
0.476000,7.789368,-1.333496,-0.557976,118,63,76,106
0.487000,7.789453,-1.332842,-0.559431,118,63,76,105
0.496000,7.789345,-1.333710,-0.558967,118,63,76,106
0.506000,7.789257,-1.333112,-0.558569,118,63,76,106
0.517000,7.789278,-1.334349,-0.558313,118,63,76,106
0.527000,7.789389,-1.332062,-0.558335,118,63,77,106
0.537000,7.789295,-1.330950,-0.557809,118,63,77,106
0.547000,7.789223,-1.331254,-0.556806,118,63,76,106
0.557000,7.789420,-1.330416,-0.558238,118,63,76,107
0.567000,7.789464,-1.331182,-0.557523,119,63,76,106
0.577000,7.789603,-1.332049,-0.556282,119,63,76,106
0.587000,7.789347,-1.333506,-0.558109,118,63,76,107
0.597000,7.789596,-1.331933,-0.557866,118,64,77,107
0.608000,7.789122,-1.330840,-0.558707,119,63,77,106
0.618000,7.789318,-1.331175,-0.556054,118,63,76,106
0.628000,7.789366,-1.331447,-0.555372,118,63,76,106
0.638000,7.789392,-1.330950,-0.555378,119,63,76,106
0.648000,7.789290,-1.330193,-0.554758,118,63,76,107
0.658000,7.789361,-1.330318,-0.552793,118,63,77,107
0.668000,7.789687,-1.330971,-0.553809,118,63,77,106
0.678000,7.789658,-1.331406,-0.552293,118,63,77,106
0.688000,7.789352,-1.331500,-0.552779,118,63,76,106
0.698000,7.789430,-1.333231,-0.553590,118,63,77,106
0.709000,7.789399,-1.332233,-0.553419,118,63,76,106
0.719000,7.789691,-1.331452,-0.552912,118,63,76,106
0.729000,7.789379,-1.331493,-0.552743,117,63,76,106
0.739000,7.789445,-1.329694,-0.553799,118,63,76,107
0.749000,7.789487,-1.330449,-0.552788,118,63,76,106
0.759000,7.789478,-1.328362,-0.552499,118,63,76,106
0.769000,7.789293,-1.328728,-0.552795,118,63,76,106
0.779000,7.789434,-1.329393,-0.554267,119,63,76,107
0.789000,7.789473,-1.328161,-0.555773,117,63,77,106
0.799000,7.789597,-1.326526,-0.554406,119,63,77,106
0.809000,7.789370,-1.328325,-0.555096,118,63,76,107
0.820000,7.789432,-1.328277,-0.555811,118,64,76,107
0.830000,7.789409,-1.329395,-0.556040,118,63,76,106
0.840000,7.789281,-1.327268,-0.557817,117,63,76,107
0.850000,7.789527,-1.325390,-0.557075,118,63,76,106
0.860000,7.789395,-1.324921,-0.557462,118,63,77,106
0.870000,7.789197,-1.326250,-0.556376,118,63,76,106
0.880000,7.789297,-1.326825,-0.555723,118,62,77,106
0.890000,7.789498,-1.324760,-0.557567,118,63,76,107
0.901000,7.789373,-1.325627,-0.556331,118,62,76,106
0.911000,7.789439,-1.326232,-0.556221,118,64,76,107
0.921000,7.789446,-1.325823,-0.556471,118,63,75,106
0.931000,7.789424,-1.327953,-0.554430,118,63,76,107
0.941000,7.789488,-1.328764,-0.554571,119,63,76,106
0.951000,7.789299,-1.329784,-0.554908,118,62,77,106
0.961000,7.789652,-1.329497,-0.554178,119,63,76,106
0.971000,7.789295,-1.330950,-0.554625,118,63,76,106
0.981000,7.789495,-1.327981,-0.555246,118,64,77,106
0.991000,7.789526,-1.330129,-0.556002,118,63,76,106
1.002000,7.789608,-1.329897,-0.555535,118,62,77,106
1.012000,7.789752,-1.328901,-0.554692,119,63,76,107
1.022000,7.789454,-1.329089,-0.554662,118,63,76,106
1.032000,7.789526,-1.328276,-0.554884,118,63,76,107
1.042000,7.789242,-1.329272,-0.555974,118,63,76,106
1.052000,7.789335,-1.327263,-0.555866,118,62,76,106
1.062000,7.789324,-1.326541,-0.553718,118,63,76,107
1.072000,7.789528,-1.326506,-0.555613,119,63,76,106
1.082000,7.789405,-1.325807,-0.557914,118,63,76,107
1.092000,7.789320,-1.326308,-0.557144,118,63,77,106
1.103000,7.789351,-1.325235,-0.558030,118,64,76,106
1.113000,7.789214,-1.326497,-0.557438,118,63,77,106
1.123000,7.789148,-1.324818,-0.558078,119,64,76,107
1.133000,7.789432,-1.325120,-0.555981,118,63,76,106
1.143000,7.789355,-1.323434,-0.555597,117,63,76,106
1.153000,7.789311,-1.325378,-0.554793,118,63,76,107
1.163000,7.789272,-1.326080,-0.557082,117,63,77,106
1.173000,7.789347,-1.325141,-0.556040,117,63,76,106
1.184000,7.789304,-1.326486,-0.557270,118,64,77,106
1.194000,7.789496,-1.325927,-0.556342,118,62,76,106
1.204000,7.789239,-1.323284,-0.556860,117,63,76,106
1.214000,7.789314,-1.325133,-0.556584,118,63,76,107
1.224000,7.789282,-1.324531,-0.558286,118,63,76,106
1.234000,7.789254,-1.324383,-0.559135,118,63,76,106
1.244000,7.789413,-1.325262,-0.560702,119,63,76,106
1.254000,7.789295,-1.323764,-0.560460,118,63,76,106
1.265000,7.789251,-1.323500,-0.561324,118,63,76,106
1.275000,7.789160,-1.323446,-0.561108,119,63,76,106
1.285000,7.789402,-1.322719,-0.560082,118,63,76,106
1.295000,7.789268,-1.321209,-0.558507,118,64,76,106
1.305000,7.789124,-1.319546,-0.560600,118,63,76,106
1.315000,7.789289,-1.318706,-0.560415,117,63,76,106
1.325000,7.789261,-1.319107,-0.561055,118,62,75,106
1.335000,7.789164,-1.318647,-0.561828,118,63,76,106
1.345000,7.789043,-1.319061,-0.563975,118,63,76,106
1.355000,7.789091,-1.319221,-0.562501,118,64,76,106
1.366000,7.789180,-1.318414,-0.563214,117,63,76,106
1.376000,7.789119,-1.319511,-0.562853,118,63,77,107
1.386000,7.789154,-1.318581,-0.563676,118,63,76,106
1.396000,7.789204,-1.318953,-0.563189,117,63,76,106
1.406000,7.789352,-1.319806,-0.563441,118,63,76,105
1.416000,7.789025,-1.319792,-0.562594,118,63,76,106
1.426000,7.789126,-1.318453,-0.562674,118,63,76,106
1.436000,7.789362,-1.318127,-0.562183,118,63,76,106
1.446000,7.789348,-1.315825,-0.563097,118,63,76,107
1.457000,7.789342,-1.316831,-0.563841,118,63,76,107
1.467000,7.789135,-1.317464,-0.562356,118,63,76,107
1.477000,7.789205,-1.318517,-0.561350,118,63,76,106
1.487000,7.789256,-1.318031,-0.562927,118,63,76,107
1.497000,7.789124,-1.319200,-0.563104,118,63,76,107
