Time,Lift (cm),Roll (deg),Pitch (deg),Front right,Front left,Rear rigtht,Rear left,Forward velocity (m/s),Side velocity(m/s),Rotate velocity(deg/s)
0.008000,7.101518,-0.921323,-1.954755,28,72,30,82,0.000045,0.000010,-1.382856
0.018000,7.101421,-0.920843,-1.954919,27,72,29,82,0.000163,0.000018,0.918115
0.028000,7.101373,-0.923772,-1.955600,28,72,30,81,0.000156,0.000011,-1.127192
0.038000,7.101403,-0.923206,-1.955492,28,72,30,82,0.000092,0.000030,1.685106
0.048000,7.101249,-0.922465,-1.955955,28,71,29,81,-0.000022,0.000006,1.045947
0.058000,7.101431,-0.922499,-1.956943,27,72,29,83,-0.000004,0.000054,1.173779
0.069000,7.101133,-0.924514,-1.958240,27,72,30,81,-0.000004,0.000014,-1.382856
0.079000,7.101132,-0.924559,-1.959292,27,73,30,82,-0.000006,-0.000003,-0.104538
0.089000,7.101087,-0.923371,-1.961873,27,72,30,82,-0.000004,-0.000010,-0.104538
0.099000,7.101081,-0.924886,-1.963441,27,71,30,82,-0.000029,-0.000002,2.579928
0.109000,7.101211,-0.926673,-1.965663,27,72,29,81,-0.000013,-0.000029,0.790284
0.119000,7.100963,-0.925951,-1.965113,27,71,30,81,-0.000037,-0.000014,0.790284
0.129000,7.101153,-0.927447,-1.965951,27,72,30,82,-0.000096,0.000034,0.662452
0.139000,7.101055,-0.931656,-1.966027,27,71,29,82,0.000030,0.000030,-0.743697
0.149000,7.100987,-0.930334,-1.966496,28,72,30,82,0.000053,0.000032,-0.615865
0.160000,7.100861,-0.928955,-1.967178,27,72,31,82,-0.000001,0.000025,-0.360202
0.170000,7.101012,-0.927178,-1.967062,27,72,30,82,-0.000007,0.000032,-2.789005
0.180000,7.100910,-0.926820,-1.967444,28,71,30,81,-0.000033,0.000007,-2.789005
0.190000,7.100919,-0.926144,-1.966946,27,71,30,82,0.000040,-0.000056,0.534620
0.200000,7.100898,-0.925028,-1.967556,28,72,29,82,-0.000030,-0.000020,-1.127192
0.210000,7.101370,-0.925288,-1.967161,28,71,30,81,0.000004,-0.000010,0.534620
0.220000,7.100938,-0.924842,-1.967032,28,71,30,81,-0.000079,-0.000027,0.151125
0.230000,7.100774,-0.922276,-1.966741,28,72,30,81,-0.000102,-0.000018,-1.638519
0.241000,7.101116,-0.923421,-1.964724,27,72,30,82,-0.000114,-0.000011,1.429442
0.251000,7.101096,-0.923969,-1.964410,27,72,30,82,-0.000057,-0.000039,0.918115
0.261000,7.101203,-0.922654,-1.964597,28,72,30,81,0.000028,-0.000011,0.534620
0.271000,7.101064,-0.921751,-1.963540,28,72,30,81,-0.000005,0.000028,-2.277678
0.281000,7.101236,-0.922645,-1.962426,27,72,30,82,-0.000034,0.000029,0.662452
0.291000,7.101230,-0.919592,-1.961673,27,72,30,81,-0.000069,0.000011,-0.232370
0.301000,7.101160,-0.919820,-1.961701,27,72,29,82,-0.000038,0.000016,1.685106
0.311000,7.101287,-0.918888,-1.960861,28,72,30,82,0.000034,-0.000005,0.151125
0.321000,7.101027,-0.919746,-1.959669,28,72,29,82,0.000033,-0.000006,0.534620
0.332000,7.101199,-0.918093,-1.958224,29,71,30,81,-0.000028,0.000020,0.534620
0.342000,7.101233,-0.917685,-1.959809,28,72,30,82,-0.000063,-0.000004,-0.871529
0.352000,7.101316,-0.916953,-1.959668,27,71,30,81,-0.000015,-0.000022,0.406788
0.362000,7.101463,-0.917566,-1.959369,28,72,30,82,-0.000093,-0.000014,-0.360202
0.372000,7.101125,-0.919230,-1.957871,28,72,30,81,-0.000118,0.000000,2.963423
0.382000,7.101328,-0.919101,-1.958482,28,71,30,81,-0.000030,0.000029,0.406788
0.392000,7.101324,-0.921177,-1.958742,27,71,30,81,0.000004,0.000041,-0.999360
0.402000,7.101210,-0.920183,-1.958594,28,71,30,82,0.000048,0.000035,0.662452
0.412000,7.101264,-0.920868,-1.959098,27,72,30,82,-0.000008,0.000045,1.301611
0.422000,7.101288,-0.922536,-1.959190,28,72,30,81,-0.000004,0.000050,0.662452
0.433000,7.101306,-0.922612,-1.960279,27,72,30,82,0.000028,-0.000013,-1.382856
0.443000,7.101019,-0.923401,-1.962714,27,72,29,82,0.000027,0.000016,0.151125
0.453000,7.101274,-0.922115,-1.963490,27,71,30,82,-0.000021,0.000022,-0.615865
0.463000,7.100991,-0.921850,-1.964014,28,71,30,81,-0.000010,0.000003,-0.232370
0.473000,7.101052,-0.921228,-1.965134,27,71,29,82,0.000003,-0.000017,1.301611
0.483000,7.101232,-0.920323,-1.965875,28,72,30,82,0.000008,-0.000058,0.023293
0.493000,7.100950,-0.921063,-1.968378,27,72,30,82,0.000033,-0.000033,-0.615865
0.503000,7.100968,-0.921522,-1.970947,27,72,30,81,0.000027,-0.000039,2.963423
0.513000,7.101011,-0.921079,-1.970123,28,72,30,81,-0.000030,0.000002,-0.232370
0.524000,7.100914,-0.921484,-1.970765,28,72,30,82,-0.000138,-0.000007,0.918115
0.534000,7.100959,-0.923364,-1.971501,27,72,30,81,-0.000098,0.000011,-0.360202
0.545000,7.100886,-0.922631,-1.970306,28,71,30,82,-0.000073,-0.000001,-1.894183
0.554000,7.101006,-0.920163,-1.971744,27,71,30,82,-0.000060,0.000014,-0.360202
0.564000,7.100711,-0.923883,-1.971329,27,71,30,82,-0.000019,0.000023,1.045947
0.574000,7.100893,-0.923694,-1.972105,27,71,30,81,-0.000066,-0.000022,3.602582
0.584000,7.100845,-0.922471,-1.971685,28,71,30,82,-0.000048,0.000013,-0.360202
0.595000,7.100703,-0.921728,-1.972324,27,72,29,82,-0.000027,0.000069,-1.638519
0.605000,7.100788,-0.920366,-1.971440,28,72,29,81,-0.000035,0.000014,1.301611
0.615000,7.101074,-0.918677,-1.969517,27,72,30,81,-0.000063,-0.000007,-0.488034
0.625000,7.100873,-0.918102,-1.968319,28,72,30,82,-0.000061,-0.000008,0.278957
0.635000,7.101058,-0.918669,-1.964765,28,71,29,81,0.000027,-0.000013,-0.615865
0.645000,7.101019,-0.917103,-1.966431,27,72,30,82,0.000017,-0.000012,-0.104538
0.656000,7.101142,-0.919448,-1.964918,28,72,29,82,0.000117,-0.000014,-0.615865
0.666000,7.100995,-0.918351,-1.965226,27,72,30,82,0.000034,-0.000008,-0.488034
0.676000,7.101159,-0.918981,-1.965536,27,72,30,81,-0.000030,0.000019,-0.743697
0.686000,7.101092,-0.919091,-1.965463,28,71,30,82,-0.000091,0.000017,-0.999360
0.696000,7.100942,-0.916721,-1.968848,28,71,30,81,-0.000109,0.000001,1.045947
0.706000,7.100844,-0.918792,-1.968808,28,71,29,81,-0.000115,0.000018,-1.510687
0.716000,7.100882,-0.919598,-1.968973,28,71,30,81,-0.000146,-0.000012,-0.104538
0.727000,7.100991,-0.921148,-1.969842,28,72,29,81,-0.000162,0.000003,0.790284
0.737000,7.101017,-0.923586,-1.969894,28,72,29,81,-0.000062,0.000021,-0.488034
0.747000,7.100830,-0.922803,-1.971922,27,71,30,81,-0.000009,0.000019,0.278957
0.757000,7.100917,-0.921564,-1.971572,27,72,29,81,0.000011,0.000076,1.557274
0.767000,7.101108,-0.922658,-1.972462,27,71,29,82,0.000035,0.000052,-1.255024
0.777000,7.100876,-0.921803,-1.975014,27,72,29,82,0.000032,0.000009,-0.743697
0.787000,7.100682,-0.921510,-1.975723,28,72,30,81,-0.000016,-0.000007,0.278957
0.798000,7.100856,-0.922469,-1.974423,27,72,30,82,-0.000081,-0.000015,0.151125
0.808000,7.100917,-0.922600,-1.974271,27,71,30,81,-0.000086,-0.000038,-0.999360
0.818000,7.100659,-0.923786,-1.975286,27,72,30,82,0.000058,0.000026,0.534620
0.828000,7.100750,-0.923632,-1.975222,27,72,30,81,0.000039,0.000007,-0.104538
0.838000,7.100713,-0.923335,-1.975333,27,72,29,82,-0.000009,0.000012,2.324264
0.848000,7.100759,-0.924068,-1.975463,27,71,29,82,-0.000009,0.000017,-2.661173
0.858000,7.101114,-0.924368,-1.974756,28,72,30,81,0.000011,0.000003,0.023293
0.868000,7.100760,-0.926619,-1.974853,27,72,29,82,0.000050,0.000011,-0.232370
0.879000,7.100687,-0.926906,-1.974410,27,72,29,82,0.000057,0.000024,0.151125
0.889000,7.100767,-0.926524,-1.974253,28,71,29,82,-0.000003,0.000032,0.662452
0.899000,7.100938,-0.927139,-1.975433,28,71,30,82,0.000001,0.000026,0.790284
0.909000,7.100985,-0.927363,-1.973350,28,71,29,82,0.000004,0.000040,-1.255024
0.919000,7.100940,-0.927406,-1.974768,28,71,29,82,0.000013,0.000041,-0.871529
0.929000,7.100867,-0.928755,-1.973649,28,72,29,82,0.000017,0.000014,-1.255024
0.940000,7.100895,-0.926807,-1.973806,27,72,29,82,-0.000024,0.000020,-0.360202
0.950000,7.100857,-0.928760,-1.975419,27,72,30,81,-0.000047,0.000043,-0.488034
0.960000,7.100765,-0.926666,-1.973476,28,72,30,81,-0.000069,0.000003,-1.766351
0.970000,7.101022,-0.926036,-1.971447,28,72,30,81,-0.000144,0.000035,-0.232370
0.980000,7.100900,-0.925804,-1.971130,28,71,30,82,-0.000020,0.000023,-0.488034
0.990000,7.101050,-0.925499,-1.970728,27,71,30,82,0.000106,-0.000007,-0.743697
1.000000,7.101073,-0.927433,-1.969811,27,71,31,81,0.000025,0.000006,0.023293
1.011000,7.101123,-0.926169,-1.970679,28,72,30,82,0.000042,0.000009,-0.360202
1.021000,7.100974,-0.926863,-1.969761,28,72,30,81,-0.000020,0.000042,1.045947
1.031000,7.101202,-0.927675,-1.968159,28,72,29,82,-0.000009,0.000030,-2.277678
1.041000,7.100982,-0.926051,-1.967516,28,71,30,82,-0.000005,0.000042,0.918115
1.051000,7.101108,-0.924837,-1.967722,27,71,30,82,0.000016,0.000045,0.278957
1.061000,7.100954,-0.923072,-1.968881,28,72,30,82,-0.000002,0.000051,-0.615865
1.071000,7.101016,-0.922500,-1.967162,28,72,29,82,-0.000040,-0.000010,0.534620
1.082000,7.100586,-0.920089,-1.967830,28,72,30,82,-0.000099,-0.000054,1.045947
1.092000,7.100859,-0.920086,-1.967016,28,72,30,82,-0.000092,-0.000064,0.534620
1.102000,7.100823,-0.918572,-1.967752,27,71,29,81,-0.000057,-0.000067,-1.255024
