Time,Lift (cm),Roll (deg),Pitch (deg),Front right,Front left,Rear rigtht,Rear left,Forward velocity (m/s),Side velocity(m/s),Rotate velocity(deg/s)
0.001000,28.465542,-1.260232,-0.972202,139,141,123,156,-0.000281,0.000234,-0.566927
0.011000,28.465578,-1.257080,-0.972599,139,142,124,156,-0.000242,-0.000013,0.455727
0.022000,28.465530,-1.258354,-0.972523,138,140,124,157,-0.000167,-0.000216,-0.311263
0.032000,28.465704,-1.258829,-0.971489,138,141,124,156,-0.000131,-0.000284,1.094886
0.042000,28.465561,-1.260852,-0.968569,139,141,123,157,-0.000168,-0.000087,-2.484402
0.052000,28.465599,-1.261639,-0.969447,139,141,124,156,-0.000118,-0.000071,0.583559
0.063000,28.465605,-1.263228,-0.969328,138,141,124,156,0.000486,0.000147,1.861876
0.072000,28.465557,-1.260381,-0.969432,138,141,124,156,0.000254,0.000183,-1.461749
0.082000,28.465551,-1.261373,-0.970808,138,141,124,157,0.000056,0.000171,-0.439095
0.092000,28.465630,-1.259890,-0.970501,138,142,124,157,0.000053,0.000032,-1.333917
0.102000,28.465689,-1.259759,-0.969622,139,141,124,156,-0.000207,0.000014,1.989708
0.112000,28.465530,-1.258326,-0.969600,139,141,124,157,-0.000233,-0.000118,0.967054
0.122000,28.465572,-1.258628,-0.968464,139,141,124,156,-0.000036,-0.000126,0.072232
0.133000,28.465551,-1.258500,-0.967405,139,141,123,156,0.000215,-0.000110,-0.055600
0.143000,28.465525,-1.258176,-0.967651,139,141,124,156,0.000115,-0.000096,0.583559
0.153000,28.465588,-1.258569,-0.968701,138,140,123,156,0.000369,-0.000034,2.501035
0.163000,28.465599,-1.260670,-0.969903,138,141,124,156,0.000423,-0.000036,1.606213
0.173000,28.465605,-1.257778,-0.971632,139,141,124,156,-0.000032,0.000004,-0.535433
0.183000,28.465483,-1.258112,-0.971727,138,141,124,156,-0.000323,0.000046,0.359389
0.194000,28.465630,-1.257059,-0.970096,138,142,124,157,-0.000520,-0.000037,0.103725
0.203000,28.465439,-1.256717,-0.972013,139,141,123,156,-0.000298,-0.000032,-0.279770
0.214000,28.465727,-1.257305,-0.971749,139,140,123,157,-0.000055,-0.000084,1.509874
0.224000,28.465563,-1.257641,-0.971457,139,140,124,156,-0.000211,-0.000086,0.231557
0.234000,28.465557,-1.256867,-0.970112,139,141,123,156,-0.000256,-0.000076,-0.279770
0.244000,28.465717,-1.256744,-0.970070,139,140,124,156,-0.000139,0.000030,-0.791097
