time,lift,roll,pitch
2951910633,28.470547,-0.631077,1.470669
2951910643,28.419703,-1.133818,1.104526
2951910653,27.564079,-1.548684,0.804521
2951910663,27.686995,-1.588783,0.837436
2951910673,27.876755,-1.108227,1.206698
2951910683,28.026358,-0.769833,1.427604
2951910693,28.098375,-0.577710,1.529441
2951910703,28.258627,-0.432388,1.466654
2951910713,28.299746,-0.297214,1.254847
2951910724,28.267639,0.039593,1.081411
2951910734,28.359743,0.465867,1.037746
2951910744,28.500029,0.719378,1.102440
2951910754,28.559881,0.781214,1.171026
2951910764,28.606882,0.766131,1.206328
2951910774,28.699234,0.745853,1.210164
2951910784,28.797876,0.652717,1.136103
2951910794,28.884830,0.484128,0.957330
2951910804,28.955130,0.330616,0.628589
2951910815,28.984800,0.352133,0.367707
2951910825,28.947500,0.422845,0.185501
2951910835,28.916973,0.411930,0.115788
2951910845,28.909678,0.167114,0.282032
2951910855,28.393436,-0.184300,0.682865
2951910865,28.610548,-0.051199,0.978371
2951910875,28.668571,0.218557,1.305983
2951910885,28.894419,0.450574,1.539219
2951910895,28.966225,0.644654,1.573252
2951910905,29.049374,0.890652,1.460355
2951910915,29.113367,1.108781,1.218197
2951910925,29.163647,1.141217,1.090406
2951910935,29.219875,1.070156,1.210400
2951910946,29.286442,0.924972,1.454016
2951910956,29.338974,0.779877,1.738335
2951910966,29.370562,0.608671,2.059333
2951910976,29.438137,0.448580,2.310523
2951910986,29.497524,0.186961,2.429682
2951910996,29.518572,-0.195027,2.362677
2951911006,29.528444,-0.668229,2.083094
2951911016,29.499207,-1.080368,1.646815
2951911027,29.483437,-1.582041,1.282047
2951911037,28.699070,-1.956138,1.156775
2951911047,28.917191,-1.896284,1.436823
2951911057,29.047949,-1.525075,1.849156
2951911067,29.154253,-1.542676,2.031427
2951911077,29.336081,-1.435184,2.033803
2951911087,29.452833,-1.394804,1.868881
2951911097,29.392361,-1.194538,1.654331
2951911107,29.482750,-0.820697,1.538841
2951911117,29.618050,-0.508658,1.598665
2951911127,29.675106,-0.294752,1.721509
2951911137,29.759491,-0.288417,1.785633
2951911148,29.822475,-0.289235,1.812592
2951911158,29.902128,-0.228409,1.783435
2951911168,29.984560,-0.186049,1.627715
2951911178,30.003372,-0.280368,1.320308
2951911188,30.050526,-0.326585,0.990622
2951911198,30.051159,-0.235493,0.726468
2951911208,30.014355,-0.082583,0.581506
2951911218,29.977200,-0.090970,0.690138
2951911228,29.474848,-0.382007,1.080245
2951911238,29.711992,-0.463061,1.403793
2951911249,29.744267,-0.458935,1.683569
2951911258,29.868401,-0.516877,1.849889
2951911268,29.984316,-0.536000,1.874025
2951911279,30.023708,-0.504592,1.718908
2951911289,30.039619,-0.467750,1.467612
2951911299,30.071354,-0.573431,1.303578
2951911309,30.147228,-0.835099,1.354254
2951911319,30.174149,-1.071467,1.561725
2951911329,30.166048,-1.220688,1.713639
2951911339,30.229300,-1.210345,1.800562
2951911350,30.264435,-1.158348,1.819812
2951911359,30.296663,-1.145591,1.770014
2951911370,30.324650,-1.186030,1.659426
2951911380,30.331099,-1.208049,1.418030
2951911390,30.330450,-1.151528,1.136275
2951911400,30.303869,-0.997976,0.930105
2951911410,30.275583,-0.746708,0.929192
2951911420,29.605480,-0.429169,1.256490
2951911430,29.847607,-0.298743,1.639116
2951911440,29.885462,-0.456451,1.876644
2951911451,29.980278,-0.657236,1.983218
2951911460,30.057737,-0.833010,1.929179
2951911471,30.076223,-0.969216,1.705294
2951911481,30.039915,-0.974467,1.442677
2951911491,30.002382,-0.812396,1.295454
2951911501,30.081182,-0.631258,1.338437
2951911511,30.119089,-0.559452,1.521654
2951911521,30.071142,-0.657485,1.672661
2951911531,30.093470,-0.840795,1.710798
2951911541,30.130989,-0.948911,1.706758
2951911551,30.151722,-1.025484,1.682032
2951911562,30.167162,-1.031457,1.606291
2951911571,30.177841,-1.055579,1.453905
2951911582,30.167240,-1.052881,1.248982
2951911592,30.148661,-0.951403,1.086968
2951911602,30.134258,-0.815347,0.997911
2951911612,29.778328,-0.775859,1.053716
2951911622,29.876846,-0.890237,1.225740
2951911632,29.975233,-1.139634,1.350120
2951911642,29.992767,-1.247378,1.331874
2951911652,30.012136,-1.294371,1.193705
2951911662,29.984987,-1.301197,0.950726
2951911673,29.903286,-1.363762,0.760816
2951911683,29.910316,-1.516641,0.758919
2951911693,29.913977,-1.630575,0.906666
2951911703,29.857620,-1.611498,1.081819
2951911713,29.793762,-1.443427,1.171466
2951911723,29.780924,-1.284393,1.134241
2951911733,29.761604,-1.218597,1.054775
2951911743,29.727167,-1.211476,0.984258
2951911753,29.731590,-1.232184,0.867604
2951911763,29.711214,-1.234804,0.653975
2951911773,29.677444,-1.350222,0.452751
2951911783,29.669336,-1.546475,0.355717
2951911794,29.660570,-1.633524,0.416966
2951911804,29.131889,-1.486430,0.615564
2951911814,29.323997,-1.398116,0.794307
2951911825,29.441967,-1.451434,0.854396
2951911834,29.447910,-1.511533,0.800955
2951911844,29.467413,-1.546784,0.644283
2951911854,29.418119,-1.490941,0.432888
2951911864,29.390829,-1.328779,0.313485
2951911874,29.401117,-1.180131,0.361576
2951911884,29.405397,-1.166360,0.543631
2951911895,29.368023,-1.279098,0.737147
2951911905,29.300219,-1.491781,0.817562
2951911915,29.302082,-1.706703,0.807329
2951911925,29.285765,-1.809502,0.787966
2951911935,29.264645,-1.812661,0.719036
2951911948,29.260250,-1.828119,0.632391
2951911955,29.247478,-1.851701,0.505178
2951911965,29.225552,-1.780176,0.385013
2951911975,29.220074,-1.670215,0.347153
2951911986,28.936859,-1.616645,0.339586
2951911995,28.943235,-1.737839,0.389216
2951912006,28.882530,-2.040589,0.602349
2951912016,28.920408,-2.192245,0.813768
2951912026,29.007408,-2.221038,0.886420
2951912036,29.097002,-2.145204,0.816042
2951912046,29.108566,-2.048757,0.609960
2951912056,29.085007,-1.914238,0.345291
2951912066,29.051027,-1.860375,0.152171
2951912076,29.024271,-1.823855,0.119617
2951912087,28.991175,-1.828693,0.245485
2951912096,28.975815,-1.857130,0.457862
