time,lift,roll,pitch,foot1,foot2,foot3,foot4
1.517000,28.677256,-1.768222,0.234795,239,0,0,255
1.527000,28.648335,-1.946122,0.316928,258,1,1,228
1.537000,28.633980,-2.095787,0.307369,259,2,2,214
1.547000,28.642740,-2.143664,0.267286,255,2,1,220
1.557000,28.657320,-2.154254,0.236622,256,2,2,217
1.567000,28.662050,-2.199342,0.154604,232,3,2,227
1.577000,28.662798,-2.173034,0.012624,202,3,4,250
1.587000,28.672800,-2.009187,-0.093627,187,4,4,287
1.597000,28.672674,-1.849450,-0.137010,185,5,4,297
1.608000,28.675648,-1.839333,-0.077339,193,5,4,298
1.618000,28.696749,-1.944253,0.077234,223,12,24,280
1.628000,28.432920,-2.201925,0.250338,225,162,115,210
1.638000,28.531807,-2.422453,0.312766,49,249,102,53
1.648000,28.657663,-2.433420,0.265197,-7,294,138,-4
1.658000,28.684551,-2.402159,0.061935,-13,270,176,-12
1.668000,28.710163,-2.397282,-0.072196,-14,235,215,-14
1.678000,28.754850,-2.410660,-0.125261,-14,227,279,-14
1.688000,28.741779,-2.406364,-0.052806,-12,240,282,-13
1.698000,28.737658,-2.359924,0.121229,-12,272,267,-12
1.709000,28.711388,-2.269730,0.286475,-11,317,230,-11
1.719000,28.675131,-2.128226,0.364712,-10,336,204,-10
1.729000,28.671906,-2.055531,0.349114,-9,338,211,-9
1.739000,28.674244,-2.109352,0.270412,-9,333,221,-9
1.749000,28.680763,-2.199109,0.189257,-8,325,226,-9
1.759000,28.690138,-2.246494,0.106853,-8,305,237,-8
1.769000,28.695166,-2.300952,0.005162,-7,281,252,-7
1.779000,28.692732,-2.346360,-0.068840,-7,265,262,-7
1.789000,28.693115,-2.360781,-0.075909,-6,263,262,-8
1.800000,28.692835,-2.295999,-0.030389,-5,267,260,-6
1.810000,28.689871,-2.175047,0.035080,-5,275,258,-4
1.820000,28.378418,-2.017632,0.123122,85,287,255,145
1.830000,28.429798,-1.905216,0.180561,166,170,158,131
1.840000,28.615280,-1.938826,0.141991,214,8,8,192
1.850000,28.624504,-1.894470,0.055779,209,0,0,198
1.860000,28.645458,-1.824323,-0.037690,196,-1,-2,217
1.870000,28.660843,-1.725101,-0.115556,183,-2,-2,262
1.881000,28.649961,-1.601392,-0.106630,186,-2,-1,271
1.891000,28.650257,-1.571703,-0.009808,208,-1,-1,266
1.901000,28.649763,-1.687746,0.116627,236,0,0,256
1.911000,28.624189,-1.915827,0.212393,257,1,1,233
1.921000,28.607533,-2.101578,0.226270,260,1,1,217
1.931000,28.609987,-2.145942,0.188415,253,2,2,223
1.941000,28.618580,-2.143063,0.186478,252,2,2,221
1.951000,28.622515,-2.175132,0.155691,241,3,3,222
1.961000,28.629482,-2.202975,0.078860,223,4,3,236
1.971000,28.637468,-2.122508,-0.040345,206,4,4,265
1.982000,28.629482,-1.996721,-0.125912,195,4,4,284
1.992000,28.624084,-1.958224,-0.122630,193,5,4,290
2.002000,28.635517,-2.038518,-0.021388,210,5,5,286
2.012000,28.327826,-2.207280,0.139174,239,151,121,259
2.022000,28.399817,-2.418990,0.220541,95,220,99,103
2.032000,28.528011,-2.478736,0.233084,0,278,124,5
2.042000,28.584427,-2.473555,0.106450,-13,278,168,-10
2.053000,28.579605,-2.452241,-0.033469,-15,259,191,-13
2.062000,28.614485,-2.430350,-0.124870,-14,231,261,-13
2.072000,28.610077,-2.415139,-0.097107,-14,240,284,-13
2.083000,28.603914,-2.368349,0.040636,-13,268,284,-12
2.093000,28.579706,-2.285639,0.214486,-11,307,256,-11
2.103000,28.536514,-2.160873,0.333159,-11,336,221,-10
2.113000,28.521465,-2.051651,0.360790,-10,344,214,-9
2.123000,28.521740,-2.047274,0.306326,-9,340,224,-9
2.133000,28.525574,-2.140133,0.214516,-9,334,230,-9
2.144000,28.533497,-2.206897,0.139778,-7,318,236,-8
2.153000,28.547159,-2.258155,0.052818,-8,295,249,-7
2.164000,28.552284,-2.312402,-0.068449,-7,274,266,-7
2.174000,28.554487,-2.327326,-0.110798,-6,263,269,-7
2.184000,28.556871,-2.285734,-0.094181,-6,263,267,-6
2.193000,28.557405,-2.178198,-0.045000,-6,265,267,-6
2.204000,28.448385,-2.019330,0.030708,38,273,266,120
2.214000,28.256994,-1.917245,0.077555,154,218,209,118
2.224000,28.411869,-1.890047,0.111535,184,54,54,171
2.234000,28.514740,-1.881677,0.088170,211,5,5,221
2.244000,28.518940,-1.824120,0.046803,213,-1,-1,211
2.254000,28.542545,-1.783983,-0.026221,202,-3,-1,226
2.264000,28.556824,-1.739622,-0.095240,194,-2,-2,259
2.274000,28.546566,-1.656339,-0.085544,194,-1,-2,269
2.284000,28.546810,-1.643936,0.001559,210,-1,0,263
2.295000,28.547901,-1.730824,0.116840,233,0,0,254
2.305000,28.531301,-1.904475,0.201133,252,1,0,235
2.315000,28.521845,-2.057874,0.221463,249,2,1,230
2.325000,28.525076,-2.092496,0.214234,245,2,2,233
2.335000,28.541746,-2.096400,0.226018,255,2,2,225
2.345000,28.549862,-2.190757,0.157868,235,3,3,231
2.355000,28.557564,-2.174996,0.041312,217,4,3,245
2.365000,28.569654,-2.104908,-0.084351,200,5,4,281
2.375000,28.561131,-1.998243,-0.131328,189,5,4,297
2.385000,28.562462,-1.985180,-0.088853,194,6,5,296
2.396000,28.431568,-2.106758,0.033497,212,43,47,288
2.406000,28.327087,-2.287881,0.152404,162,201,114,188
2.416000,28.424200,-2.422857,0.171520,20,250,118,29
2.426000,28.548241,-2.458701,0.108263,-10,265,189,-7
2.436000,28.547535,-2.554129,-0.002212,-14,265,198,-12
2.446000,28.573994,-2.543708,-0.083472,-13,247,238,-13
2.456000,28.587978,-2.535019,-0.096325,-13,244,280,-13
2.466000,28.578939,-2.497784,-0.012951,-12,259,281,-13
2.476000,28.567236,-2.432598,0.149572,-11,292,265,-12
2.487000,28.537920,-2.326904,0.292761,-11,324,231,-11
2.497000,28.513504,-2.186396,0.355135,-9,335,214,-10
2.507000,28.512127,-2.139524,0.337778,-9,334,220,-9
2.517000,28.515148,-2.188862,0.276105,-9,329,226,-9
2.527000,28.520569,-2.257751,0.215589,-8,319,229,-9
2.537000,28.531000,-2.307690,0.142939,-7,303,237,-8
2.547000,28.540611,-2.355535,0.053852,-7,286,249,-7
2.557000,28.543106,-2.373546,-0.015119,-7,272,260,-7
2.567000,28.543213,-2.368336,-0.028330,-7,267,261,-6
2.578000,28.542948,-2.312059,0.006754,-6,268,259,-6
2.587000,28.541788,-2.217244,0.062565,-5,274,259,13
2.598000,28.238398,-2.085363,0.133755,132,272,250,145
2.608000,28.316065,-1.988451,0.163490,168,111,105,147
2.618000,28.438675,-1.955787,0.175515,199,16,15,195
2.628000,28.473499,-1.921323,0.141699,214,0,0,211
2.638000,28.482353,-1.860691,0.071313,209,-2,-2,216
2.648000,28.507420,-1.789758,-0.026919,199,-2,-2,258
2.659000,28.492504,-1.650578,-0.051816,186,-1,-2,286
2.669000,28.490314,-1.556748,0.036673,203,0,0,276
2.679000,28.487873,-1.618033,0.168543,232,0,0,259
2.689000,28.479416,-1.802487,0.264797,256,0,1,240
2.699000,28.463617,-1.988104,0.281599,260,0,1,225
2.709000,28.463226,-2.034823,0.241145,252,2,2,229
2.719000,28.477478,-2.006477,0.235790,256,2,2,225
2.729000,28.483429,-2.026839,0.192962,246,3,3,226
2.739000,28.493505,-2.053960,0.112475,227,4,3,239
2.750000,28.507355,-1.951182,-0.018909,211,4,3,268
2.760000,28.515657,-1.817609,-0.113917,197,5,4,302
2.770000,28.512224,-1.729531,-0.116997,196,5,4,301
2.780000,28.520628,-1.785067,-0.029863,207,5,4,292
2.790000,28.293646,-2.069605,0.182234,234,169,126,234
2.800000,28.359386,-2.271909,0.227696,64,232,107,71
2.810000,28.511187,-2.276236,0.183676,-5,276,152,0
2.820000,28.542274,-2.263654,0.055685,-12,263,189,-11
2.830000,28.549919,-2.256192,-0.052461,-14,241,209,-14
2.840000,28.599245,-2.257023,-0.108511,-14,234,266,-13
2.851000,28.590504,-2.235554,-0.056718,-14,243,278,-13
2.861000,28.585291,-2.179645,0.086286,-12,271,271,-12
2.871000,28.563828,-2.084805,0.243188,-11,308,243,-11
2.881000,28.528934,-1.948414,0.332198,-10,331,217,-10
2.891000,28.518456,-1.859199,0.335927,-9,334,216,-9
2.901000,28.521690,-1.888561,0.264177,-9,331,227,-9
2.911000,28.525146,-1.970361,0.180864,-9,325,234,-9
2.921000,28.530567,-2.020363,0.114192,-8,310,241,-8
2.932000,28.534895,-2.060150,0.039868,-7,293,247,-8
2.942000,28.536901,-2.064358,-0.028851,-6,277,256,-7
2.952000,28.538591,-2.056521,-0.056724,-6,268,261,-7
2.962000,28.538433,-2.023126,-0.032060,-6,268,262,-7
2.972000,28.536833,-1.952396,0.017218,-5,273,260,-6
2.982000,28.231144,-1.832384,0.081028,92,280,259,139
2.992000,28.265831,-1.720462,0.094252,160,168,159,139
3.002000,28.393286,-1.641008,0.098435,184,30,29,183
3.012000,28.469805,-1.575835,0.071290,203,1,2,225
3.022000,28.475479,-1.471152,0.050036,213,-1,-2,217
3.033000,28.491425,-1.427460,-0.021282,206,-2,-2,236
3.043000,28.486786,-1.376985,-0.074212,196,-2,-2,264
3.053000,28.484280,-1.310950,-0.050770,204,-1,-1,269
3.063000,28.480759,-1.311190,0.037300,223,0,0,262
3.073000,28.477198,-1.397956,0.137824,242,0,0,252
3.083000,28.464100,-1.533225,0.205967,251,0,0,238
3.093000,28.461468,-1.605013,0.221514,248,2,2,233
3.103000,28.466181,-1.593799,0.209823,245,2,2,231
3.113000,28.476444,-1.607365,0.202806,244,2,3,229
3.124000,28.479389,-1.647432,0.160437,231,4,3,231
3.134000,28.484470,-1.639468,0.089459,217,4,4,239
3.144000,28.495180,-1.583452,0.000682,208,4,4,255
3.154000,28.499008,-1.543164,-0.071580,207,5,4,273
3.164000,28.498369,-1.555229,-0.072419,206,5,5,279
3.174000,28.497446,-1.642149,-0.017234,209,28,50,279
3.184000,28.256220,-1.781156,0.048407,178,174,127,229
3.194000,28.350693,-1.835665,0.078914,37,215,147,53
3.204000,28.468517,-1.855945,0.084302,-7,243,202,-4
3.215000,28.496910,-1.943602,0.067723,-13,271,211,-11
3.225000,28.496933,-1.913632,0.015509,-14,264,225,-13
3.235000,28.491179,-1.862929,-0.029819,-13,260,249,-13
3.245000,28.480631,-1.833429,-0.026161,-12,267,262,-13
3.255000,28.475809,-1.816080,0.056867,-11,290,264,-12
3.265000,28.467819,-1.795696,0.168047,-10,318,257,-10
3.275000,28.453535,-1.723700,0.252985,-9,335,244,-9
3.285000,28.454382,-1.727149,0.235324,-8,330,244,-8
3.295000,28.456078,-1.778460,0.183652,-8,318,243,-8
3.305000,28.459406,-1.843155,0.109318,-8,302,241,-7
3.315000,28.466812,-1.885075,0.041185,-7,285,245,-7
3.325000,28.469589,-1.903456,-0.008060,-6,270,247,-6
3.336000,28.470377,-1.887961,-0.037842,-5,259,249,-6
3.346000,28.470453,-1.873473,-0.049037,-5,256,255,-6
3.356000,28.470158,-1.865197,-0.039676,-5,264,262,-5
3.366000,28.468472,-1.828776,-0.009004,25,276,267,65
3.376000,28.161945,-1.751292,0.006556,146,238,229,132
3.386000,28.271261,-1.710185,0.003096,171,68,66,176
3.396000,28.378138,-1.630030,-0.005269,186,8,6,236
3.406000,28.400261,-1.501996,0.030169,209,0,-1,230
3.417000,28.408886,-1.478649,0.003086,211,-2,-2,230
3.427000,28.409290,-1.512485,-0.042293,204,-1,-2,251
3.437000,28.407660,-1.530712,-0.070775,208,0,-2,267
3.447000,28.404570,-1.532978,-0.022398,219,0,0,270
3.457000,28.397762,-1.570718,0.067293,236,0,0,263
3.467000,28.390274,-1.651271,0.143424,245,1,1,253
3.477000,28.383759,-1.732829,0.182393,243,1,1,245
3.487000,28.385061,-1.780450,0.201057,238,2,2,242
3.497000,28.392506,-1.788607,0.211437,237,2,1,237
3.507000,28.394312,-1.807441,0.202071,230,4,2,234
3.518000,28.396978,-1.816142,0.170155,222,4,3,236
3.528000,28.399456,-1.806808,0.126783,214,4,3,240
3.538000,28.401958,-1.815009,0.078350,207,5,4,249
3.548000,28.404158,-1.833441,0.025946,205,5,4,265
3.558000,28.404453,-1.862354,0.001208,207,6,7,279
3.568000,28.133539,-1.904993,0.009332,203,161,134,277
3.578000,28.196632,-1.947212,0.017988,73,187,157,105
3.588000,28.324608,-1.997616,0.052277,0,217,215,5
3.598000,28.378826,-2.134295,0.096834,-12,257,240,-10
3.608000,28.373497,-2.150033,0.100742,-13,273,232,-13
3.618000,28.373579,-2.101197,0.057669,-12,275,250,-13
3.628000,28.365749,-2.082600,0.014728,-12,280,267,-13
3.638000,28.359905,-2.097114,0.032579,-11,294,274,-12
3.648000,28.359144,-2.121524,0.106512,-10,315,271,-11
3.659000,28.357473,-2.114388,0.176577,-9,329,261,-10
3.669000,28.359264,-2.119297,0.194904,-9,327,253,-9
3.679000,28.361410,-2.171525,0.166655,-8,315,245,-9
3.689000,28.364164,-2.251476,0.098374,-6,299,240,-9
3.699000,28.370604,-2.312858,0.020023,-7,282,240,-8
3.709000,28.378925,-2.380071,-0.046150,-6,267,245,-7
3.719000,28.380432,-2.433542,-0.093187,-5,262,247,-6
3.729000,28.380400,-2.460006,-0.130015,-6,258,251,-7
3.740000,28.379948,-2.473678,-0.144815,-5,262,258,-6
3.750000,28.379026,-2.479199,-0.143275,-5,271,266,-6
3.760000,28.053320,-2.452103,-0.117302,52,283,270,140
3.770000,28.155428,-2.403051,-0.114382,145,96,90,177
3.780000,28.272137,-2.344827,-0.078328,166,13,11,242
3.790000,28.319729,-2.241274,-0.000934,205,1,0,246
3.800000,28.321371,-2.218510,0.045967,216,0,-2,234
3.810000,28.322483,-2.267384,0.020512,214,-1,-2,244
3.820000,28.321638,-2.316067,-0.023410,211,-1,-1,264
3.831000,28.318819,-2.329155,-0.024029,214,0,-1,275
3.841000,28.316694,-2.368090,0.034258,226,1,0,278
3.851000,28.311190,-2.441781,0.109650,234,1,0,273
3.861000,28.306356,-2.545946,0.171052,232,3,1,266
3.871000,28.308752,-2.627427,0.221787,227,3,1,261
3.881000,28.325171,-2.700192,0.266605,234,3,1,252
3.891000,28.334024,-2.790628,0.276225,233,4,2,248
3.901000,28.342104,-2.863847,0.270190,224,5,3,248
3.912000,28.350359,-2.884294,0.242941,217,5,3,247
3.922000,28.353861,-2.903977,0.209431,207,5,3,250
3.932000,28.355074,-2.936283,0.177868,200,5,3,257
3.942000,28.356260,-2.974304,0.158210,197,6,4,267
3.952000,28.075197,-3.005071,0.168739,198,147,94,275
3.962000,28.151173,-2.979608,0.161185,113,186,152,159
3.972000,28.266203,-2.928459,0.178164,8,230,185,17
3.982000,28.332991,-2.967853,0.171902,-9,239,238,-8
3.993000,28.333187,-2.968867,0.208736,-12,255,230,-13
4.003000,28.340065,-2.915484,0.208994,-12,268,237,-14
4.013000,28.338045,-2.849648,0.194997,-12,278,251,-13
4.023000,28.331799,-2.783773,0.207603,-10,292,261,-12
4.033000,28.324905,-2.754044,0.266455,-10,311,262,-11
4.043000,28.325727,-2.754117,0.329101,-9,330,254,-10
4.059000,28.329218,-2.752986,0.360920,-8,337,247,-10
4.064000,28.331089,-2.791338,0.342812,-8,327,239,-9
4.074000,28.335222,-2.879749,0.265341,-7,311,233,-9
4.084000,28.342836,-2.971710,0.167822,-7,293,234,-7
4.094000,28.353054,-3.072302,0.077209,-6,275,239,-7
4.104000,28.367165,-3.168563,0.017790,-5,265,245,-7
4.114000,28.369730,-3.219197,-0.022710,-5,261,244,-6
4.124000,28.368780,-3.208210,-0.065913,-5,260,247,-6
4.134000,28.364283,-3.106098,-0.095978,-4,260,254,-6
4.144000,28.361851,-2.932809,-0.107117,-2,265,266,52
4.154000,28.064320,-2.679125,-0.059006,141,250,258,129
4.165000,28.207687,-2.684324,0.035116,162,90,88,187
4.175000,28.318743,-2.718437,0.107381,184,13,10,247
4.185000,28.355312,-2.719154,0.156128,226,2,0,223
4.195000,28.375069,-2.859619,0.096750,218,0,-1,238
4.205000,28.378326,-2.890065,0.002190,202,0,-1,263
4.215000,28.374567,-2.849524,-0.040341,196,0,-1,282
4.225000,28.373363,-2.861483,0.006750,206,1,0,285
4.236000,28.372992,-2.956560,0.106383,220,1,0,284
4.245000,28.364298,-3.085618,0.201901,229,2,1,274
4.256000,28.355682,-3.224359,0.263376,234,2,1,262
4.266000,28.360357,-3.337632,0.296334,239,3,2,257
4.276000,28.370247,-3.384369,0.319497,247,4,2,254
4.286000,28.370687,-3.351569,0.328837,240,5,3,251
4.296000,28.370316,-3.196706,0.309402,231,4,3,247
4.306000,28.373915,-2.994173,0.265540,224,5,5,249
4.316000,28.375509,-2.788413,0.207810,218,5,4,252
4.327000,28.378752,-2.662158,0.149405,213,6,5,258
4.337000,28.382420,-2.603365,0.095144,208,42,7,269
4.347000,28.095568,-2.520037,0.035001,186,153,141,266
4.357000,28.229204,-2.486535,-0.000018,53,185,181,88
4.367000,28.363424,-2.690058,0.059146,-4,209,258,1
4.377000,28.385269,-2.903775,0.168029,-11,243,244,-11
4.387000,28.406918,-2.924939,0.241097,-13,279,224,-13
4.397000,28.412140,-2.858935,0.216229,-12,292,230,-14
4.408000,28.408674,-2.769444,0.144803,-11,297,248,-13
4.418000,28.400919,-2.741400,0.119592,-10,306,257,-12
4.428000,28.405003,-2.752839,0.133576,-9,323,256,-10
4.438000,28.415939,-2.708911,0.148078,-9,338,256,-10
4.448000,28.419083,-2.619223,0.152715,-8,334,252,-10
4.458000,28.423353,-2.596097,0.099280,-8,320,244,-9
4.468000,28.433630,-2.540740,0.019796,-7,305,239,-9
4.478000,28.442133,-2.370732,-0.038980,-6,281,243,-8
4.488000,28.445574,-2.173757,-0.068462,-6,259,244,-8
4.498000,28.449980,-2.049634,-0.060713,-5,252,244,-7
4.509000,28.454527,-2.002370,-0.032360,-5,257,241,-6
4.519000,28.454781,-1.934144,0.007041,-5,272,243,-6
4.529000,28.453159,-1.920175,0.054161,-4,292,245,-6
4.539000,28.128242,-1.983867,0.079919,77,315,245,120
4.549000,28.182762,-2.039110,0.047775,151,186,147,159
4.559000,28.258625,-2.136561,0.025182,162,33,27,187
4.569000,28.354994,-2.198192,0.026756,186,4,2,245
4.579000,28.358980,-2.145423,0.087398,205,0,-1,240
4.590000,28.364491,-2.165227,0.122691,212,-1,-1,242
4.600000,28.365335,-2.246991,0.105036,214,0,-1,258
4.610000,28.362232,-2.321453,0.109581,220,-1,-1,275
4.620000,28.348351,-2.375746,0.159800,229,0,0,274
4.630000,28.331032,-2.515504,0.257011,239,2,1,258
4.640000,28.329304,-2.638698,0.302405,237,2,1,257
4.650000,28.329924,-2.724746,0.334389,230,3,2,256
