time,lift,roll,pitch,foot1,foot2,foot3,foot4
0.004000,8.018351,-0.806459,-1.119361,116,93,115,104
0.014000,8.018319,-0.806673,-1.120278,114,93,115,104
0.024000,8.018200,-0.805820,-1.120439,115,94,115,104
0.034000,8.018119,-0.805722,-1.122084,115,93,115,104
0.046000,8.018209,-0.804494,-1.122678,116,94,114,104
0.055000,8.018248,-0.806416,-1.122899,115,94,115,103
0.065000,8.018329,-0.807596,-1.124454,115,94,115,104
0.075000,8.018154,-0.806547,-1.123371,116,94,115,104
0.085000,8.018178,-0.806522,-1.124586,116,94,115,104
0.095000,8.018305,-0.806692,-1.125232,115,94,114,103
0.105000,8.018277,-0.806911,-1.125088,115,94,114,103
0.115000,8.018312,-0.805424,-1.123631,115,94,115,104
0.125000,8.018358,-0.803748,-1.123572,115,94,114,103
0.137000,8.018148,-0.802909,-1.126698,115,94,114,103
0.146000,8.018253,-0.805045,-1.126875,115,93,114,104
0.156000,8.018051,-0.803788,-1.127159,116,93,115,104
0.166000,8.018209,-0.805488,-1.125103,115,94,114,104
0.176000,8.018284,-0.804285,-1.124422,116,93,115,103
0.186000,8.018480,-0.804215,-1.124387,115,94,115,104
0.196000,8.018138,-0.803229,-1.125183,115,94,115,104
0.206000,8.018223,-0.804587,-1.126650,115,94,114,103
0.216000,8.018187,-0.803796,-1.128501,115,94,115,104
0.227000,8.018255,-0.804067,-1.128527,115,94,114,104
0.237000,8.018009,-0.806005,-1.126903,116,94,115,104
0.247000,8.017972,-0.804066,-1.127345,115,94,114,104
0.257000,8.018292,-0.802830,-1.126159,115,94,115,104
0.267000,8.018182,-0.802227,-1.125725,115,93,114,105
0.277000,8.018224,-0.801883,-1.126202,115,93,114,104
0.287000,8.018196,-0.800510,-1.124728,115,94,115,104
0.297000,8.018105,-0.800755,-1.123916,116,94,115,105
0.307000,8.018064,-0.801322,-1.124102,115,94,115,104
0.318000,8.018212,-0.802119,-1.123835,115,94,115,104
0.327000,8.018208,-0.797850,-1.125226,115,94,115,104
0.338000,8.018076,-0.798533,-1.123866,115,94,115,104
0.348000,8.018218,-0.800674,-1.124652,115,93,115,103
0.358000,8.018107,-0.800895,-1.124868,115,94,114,104
0.368000,8.018189,-0.803236,-1.125087,115,93,114,104
0.378000,8.018121,-0.803237,-1.125043,115,94,115,104
0.388000,8.018219,-0.804615,-1.127654,115,94,115,104
0.398000,8.018118,-0.801741,-1.127615,115,93,114,104
0.408000,8.018090,-0.800604,-1.127658,115,93,115,104
0.419000,8.018206,-0.801145,-1.126565,115,94,115,104
0.429000,8.018041,-0.799141,-1.124528,115,94,115,104
0.439000,8.018373,-0.799468,-1.125006,116,94,115,104
0.449000,8.018030,-0.799482,-1.123865,115,94,115,104
0.459000,8.018300,-0.800687,-1.122775,116,93,114,104
0.469000,8.017964,-0.801315,-1.122147,115,93,115,105
0.479000,8.018106,-0.802505,-1.122241,115,93,115,104
0.489000,8.018274,-0.800892,-1.122327,115,93,115,104
0.500000,8.018505,-0.800487,-1.120253,115,93,115,104
0.510000,8.018194,-0.801771,-1.121230,115,94,115,104
0.520000,8.018037,-0.801008,-1.120574,116,94,115,104
0.530000,8.018211,-0.799601,-1.121632,115,93,114,105
0.540000,8.018300,-0.798520,-1.122041,116,94,115,104
0.550000,8.018220,-0.799745,-1.121578,115,94,114,104
0.560000,8.018110,-0.800486,-1.122305,115,94,115,104
0.570000,8.018186,-0.800481,-1.123015,115,93,115,104
0.580000,8.018192,-0.799002,-1.125555,115,94,115,104
0.590000,8.018202,-0.798176,-1.125281,115,94,114,104
0.601000,8.018014,-0.799241,-1.125812,115,94,115,104
0.611000,8.018103,-0.798377,-1.126860,115,94,115,104
0.621000,8.018186,-0.797524,-1.125794,115,94,115,104
0.631000,8.018420,-0.797901,-1.124272,115,93,115,104
0.641000,8.018135,-0.797730,-1.123064,115,93,115,104
0.651000,8.018262,-0.797592,-1.123219,115,94,115,105
0.661000,8.018314,-0.797762,-1.123939,115,94,115,104
0.671000,8.018197,-0.797451,-1.124112,115,94,114,104
0.681000,8.018281,-0.798331,-1.123786,115,94,115,104
0.692000,8.018248,-0.800698,-1.125161,115,94,115,105
0.702000,8.017885,-0.799727,-1.125162,115,94,114,104
0.712000,8.018359,-0.800792,-1.125677,115,94,114,104
0.722000,8.018069,-0.800979,-1.124426,115,94,115,104
0.732000,8.018305,-0.801989,-1.122383,115,93,115,104
0.742000,8.018281,-0.802108,-1.121895,116,94,115,104
0.752000,8.018134,-0.801262,-1.120972,115,94,115,104
0.762000,8.018325,-0.802792,-1.122537,116,93,115,104
0.773000,8.018264,-0.801090,-1.121038,116,93,115,104
0.783000,8.018355,-0.798898,-1.121819,116,93,116,104
0.793000,8.018237,-0.798909,-1.122404,116,94,115,104
0.803000,8.018250,-0.800020,-1.122158,116,93,115,104
0.813000,8.018237,-0.801000,-1.121785,115,93,114,104
0.823000,8.018332,-0.801544,-1.121725,115,94,114,104
0.833000,8.018094,-0.800046,-1.122003,115,93,115,104
0.843000,8.018219,-0.800985,-1.120887,116,94,115,104
0.853000,8.018224,-0.799964,-1.121386,115,94,114,104
0.863000,8.018313,-0.797530,-1.122698,116,93,115,104
