time,lift,roll,pitch,foot1,foot2,foot3,foot4
0.002000,28.358818,-1.377499,-0.012045,91,169,129,122
0.012000,28.358969,-1.377355,-0.011898,91,169,129,122
0.022000,28.358829,-1.376821,-0.010049,91,169,130,122
0.032000,28.358898,-1.376640,-0.009890,91,169,129,122
0.042000,28.358868,-1.375804,-0.010276,91,169,129,121
0.052000,28.358927,-1.376672,-0.010145,92,169,129,121
0.062000,28.358906,-1.375626,-0.010584,91,170,129,122
0.072000,28.358883,-1.375932,-0.009395,91,169,129,122
0.082000,28.358942,-1.377279,-0.007274,92,170,130,122
0.092000,28.358978,-1.378764,-0.007185,91,169,130,121
0.102000,28.358995,-1.381188,-0.007250,90,169,129,122
0.112000,28.358805,-1.381303,-0.006696,90,169,129,122
0.123000,28.358898,-1.382798,-0.006247,91,170,130,122
0.133000,28.358826,-1.382696,-0.005202,91,170,129,122
0.143000,28.358810,-1.383399,-0.006511,91,169,128,122
0.153000,28.358789,-1.383518,-0.005005,90,169,129,122
0.163000,28.358831,-1.382456,-0.002856,91,169,129,121
0.173000,28.358921,-1.381850,-0.003465,90,169,129,122
0.183000,28.358746,-1.380828,-0.005247,90,169,129,122
0.193000,28.359095,-1.380900,-0.007011,91,169,129,122
0.203000,28.358967,-1.379655,-0.004513,91,169,129,121
0.213000,28.358789,-1.380698,-0.005666,90,169,129,122
0.224000,28.358973,-1.381943,-0.003716,91,169,129,122
0.234000,28.358921,-1.381029,-0.004280,91,170,130,122
0.244000,28.358963,-1.379092,-0.004057,91,169,130,122
0.254000,28.358873,-1.378040,-0.004979,91,170,129,122
0.264000,28.358967,-1.379644,-0.006185,91,169,129,122
0.274000,28.358963,-1.379650,-0.006321,91,170,130,122
0.284000,28.358810,-1.379341,-0.006123,91,170,129,122
0.294000,28.358894,-1.378807,-0.007711,91,169,130,122
0.305000,28.358803,-1.374840,-0.007709,90,168,129,122
0.315000,28.359016,-1.375380,-0.007520,91,169,129,122
0.325000,28.358995,-1.373379,-0.006919,91,169,129,122
0.335000,28.358999,-1.375525,-0.007799,91,169,129,122
0.345000,28.359076,-1.376490,-0.007471,91,169,130,122
0.355000,28.359022,-1.375188,-0.006157,91,169,129,122
0.365000,28.358957,-1.375993,-0.006251,91,169,129,122
0.375000,28.358824,-1.378907,-0.006536,91,169,129,121
0.385000,28.358990,-1.378570,-0.008410,91,170,129,121
0.396000,28.358900,-1.377939,-0.009089,91,170,129,122
0.406000,28.358973,-1.379191,-0.008792,91,169,129,123
0.416000,28.358988,-1.378962,-0.008713,91,169,129,122
0.426000,28.359264,-1.383167,-0.007852,91,170,129,122
0.436000,28.359043,-1.385384,-0.007010,90,169,130,122
0.446000,28.359022,-1.385442,-0.006652,91,170,129,122
0.456000,28.359053,-1.385800,-0.005380,91,170,129,122
0.466000,28.359091,-1.387130,-0.004541,90,170,129,122
0.476000,28.358877,-1.385972,-0.004189,91,170,129,122
0.487000,28.359150,-1.384992,-0.007043,91,170,129,122
0.497000,28.359112,-1.386453,-0.006414,91,169,130,122
0.507000,28.359192,-1.386781,-0.008770,91,169,129,123
0.517000,28.359079,-1.387792,-0.006982,91,170,130,122
0.527000,28.359184,-1.385799,-0.007694,91,168,129,122
0.537000,28.359097,-1.386390,-0.007201,91,169,130,122
0.547000,28.358936,-1.384066,-0.008375,91,169,129,121
0.557000,28.358942,-1.386637,-0.007619,91,169,129,122
0.567000,28.359150,-1.383722,-0.007799,91,169,130,122
0.577000,28.358999,-1.383590,-0.008747,90,169,129,122
0.588000,28.359097,-1.384059,-0.008719,91,170,130,122
0.598000,28.359035,-1.385335,-0.007878,91,169,129,122
0.608000,28.359055,-1.382416,-0.008152,91,170,129,121
0.618000,28.359192,-1.380768,-0.007727,90,170,129,122
0.628000,28.359142,-1.381663,-0.007504,90,169,129,122
0.638000,28.359037,-1.382330,-0.007471,90,169,129,122
0.648000,28.359053,-1.381245,-0.007526,91,170,130,122
0.658000,28.359148,-1.380074,-0.007941,91,170,130,121
0.669000,28.358967,-1.380490,-0.007669,91,170,129,121
0.679000,28.358932,-1.379845,-0.004353,91,169,129,122
0.689000,28.358932,-1.380258,-0.004906,91,170,129,122
0.699000,28.359079,-1.380006,-0.003748,91,170,129,122
0.709000,28.359009,-1.381314,-0.004559,91,169,130,122
0.719000,28.358824,-1.383165,-0.003872,91,169,130,123
0.729000,28.359192,-1.381861,-0.004595,91,169,129,122
0.739000,28.359150,-1.381555,-0.005376,91,170,129,123
0.749000,28.359068,-1.382551,-0.007001,91,169,129,122
0.759000,28.359016,-1.381607,-0.006797,91,169,130,122
0.770000,28.359238,-1.381939,-0.005479,91,170,130,122
0.780000,28.358946,-1.384023,-0.006814,91,170,129,122
0.790000,28.358980,-1.384979,-0.008346,90,170,130,122
0.800000,28.359022,-1.383552,-0.009082,91,169,129,122
0.810000,28.359249,-1.384153,-0.006666,91,169,129,122
0.820000,28.359001,-1.383836,-0.008403,91,169,129,122
0.830000,28.358974,-1.384818,-0.005108,91,170,129,122
